"Code","Year","Period","Date","Captures","ll","Location","Longitude","Latitude"
"S04272",2019,"Night","2019-07-13",42,-17.9175015510625,"St Modeste",-69.391333,47.836833
"S04254",2018,"Afternoon","2018-07-15",0,-17.5999645482038,"Forestville",-69.077833,48.738
"S04254",2018,"Evening","2018-07-15",11,-17.5999645482038,"Forestville",-69.077833,48.738
"S04254",2018,"Morning","2018-07-15",21,-17.5999645482038,"Forestville",-69.077833,48.738
"S04254",2018,"Night","2018-07-15",29,-17.5999645482038,"Forestville",-69.077833,48.738
"S04272",2019,"Afternoon","2019-07-10",18,-16.9870012247502,"St Modeste",-69.391333,47.836833
"S04272",2019,"Evening","2019-07-10",4,-16.9870012247502,"St Modeste",-69.391333,47.836833
"S04272",2019,"Morning","2019-07-10",0,-16.9870012247502,"St Modeste",-69.391333,47.836833
"S04272",2019,"Night","2019-07-10",0,-16.9870012247502,"St Modeste",-69.391333,47.836833
"S04620",2022,"Afternoon","2022-08-02",5,-16.9004776049986,"Port Saunders",-57.303167,50.650333
"S04620",2022,"Evening","2022-08-02",66,-16.9004776049986,"Port Saunders",-57.303167,50.650333
"S04620",2022,"Morning","2022-08-02",NA,-16.9004776049986,"Port Saunders",-57.303167,50.650333
"S04620",2022,"Night","2022-08-02",NA,-16.9004776049986,"Port Saunders",-57.303167,50.650333
"S04620",2022,"Afternoon","2022-07-27",20,-16.6105806356932,"Port Saunders",-57.303167,50.650333
"S04620",2022,"Evening","2022-07-27",44,-16.6105806356932,"Port Saunders",-57.303167,50.650333
"S04620",2022,"Morning","2022-07-27",15,-16.6105806356932,"Port Saunders",-57.303167,50.650333
"S04620",2022,"Night","2022-07-27",39,-16.6105806356932,"Port Saunders",-57.303167,50.650333
"S04276",2019,"Afternoon","2019-07-14",0,-16.5537622043106,"Plaster Rock",-67.194167,46.901167
"S04276",2019,"Evening","2019-07-14",1,-16.5537622043106,"Plaster Rock",-67.194167,46.901167
"S04276",2019,"Morning","2019-07-14",15,-16.5537622043106,"Plaster Rock",-67.194167,46.901167
"S04276",2019,"Night","2019-07-14",14,-16.5537622043106,"Plaster Rock",-67.194167,46.901167
"S04285",2022,"Afternoon","2022-07-21",6,-16.2862454294712,"Clearwater",-67.052167,46.514333
"S04285",2022,"Evening","2022-07-21",6,-16.2862454294712,"Clearwater",-67.052167,46.514333
"S04285",2022,"Morning","2022-07-21",NA,-16.2862454294712,"Clearwater",-67.052167,46.514333
"S04285",2022,"Night","2022-07-21",NA,-16.2862454294712,"Clearwater",-67.052167,46.514333
"S04272",2018,"Afternoon","2018-07-14",0,-16.2009353149782,"St Modeste",-69.391333,47.836833
"S04272",2018,"Evening","2018-07-14",0,-16.2009353149782,"St Modeste",-69.391333,47.836833
"S04272",2018,"Morning","2018-07-14",0,-16.2009353149782,"St Modeste",-69.391333,47.836833
"S04272",2018,"Night","2018-07-14",0,-16.2009353149782,"St Modeste",-69.391333,47.836833
"S04267",2022,"Afternoon","2022-07-27",4,-16.1834326986802,"Arseneault",-65.3035,48.374333
"S04267",2022,"Evening","2022-07-27",25,-16.1834326986802,"Arseneault",-65.3035,48.374333
"S04267",2022,"Morning","2022-07-27",9,-16.1834326986802,"Arseneault",-65.3035,48.374333
"S04267",2022,"Night","2022-07-27",6,-16.1834326986802,"Arseneault",-65.3035,48.374333
"S04284",2019,"Afternoon","2019-07-26",18,-16.1481020226415,"Baldwin",-66.1055,48.562
"S04284",2019,"Evening","2019-07-26",132,-16.1481020226415,"Baldwin",-66.1055,48.562
"S04284",2019,"Morning","2019-07-26",0,-16.1481020226415,"Baldwin",-66.1055,48.562
"S04284",2019,"Night","2019-07-26",16,-16.1481020226415,"Baldwin",-66.1055,48.562
"S04610",2021,"Afternoon","2021-08-07",16,-16.0037897555742,"Zinc Mine Rd",-57.556,50.272
"S04610",2021,"Evening","2021-08-07",63,-16.0037897555742,"Zinc Mine Rd",-57.556,50.272
"S04610",2021,"Morning","2021-08-07",2,-16.0037897555742,"Zinc Mine Rd",-57.556,50.272
"S04610",2021,"Night","2021-08-07",28,-16.0037897555742,"Zinc Mine Rd",-57.556,50.272
"S04256",2019,"Afternoon","2019-07-17",0,-15.9383271302164,"Miramichi",-65.718833,47.089
"S04256",2019,"Evening","2019-07-17",NA,-15.9383271302164,"Miramichi",-65.718833,47.089
"S04256",2019,"Morning","2019-07-17",NA,-15.9383271302164,"Miramichi",-65.718833,47.089
"S04256",2019,"Night","2019-07-17",12,-15.9383271302164,"Miramichi",-65.718833,47.089
"S04620",2022,"Afternoon","2022-07-28",32,-15.8669096024971,"Port Saunders",-57.303167,50.650333
"S04620",2022,"Evening","2022-07-28",4,-15.8669096024971,"Port Saunders",-57.303167,50.650333
"S04620",2022,"Morning","2022-07-28",14,-15.8669096024971,"Port Saunders",-57.303167,50.650333
"S04620",2022,"Night","2022-07-28",0,-15.8669096024971,"Port Saunders",-57.303167,50.650333
"S04266",2020,"Afternoon","2020-07-02",19,-15.805767647494,"Escourt",-69.127167,47.555
"S04266",2020,"Evening","2020-07-02",11,-15.805767647494,"Escourt",-69.127167,47.555
"S04266",2020,"Morning","2020-07-02",0,-15.805767647494,"Escourt",-69.127167,47.555
"S04266",2020,"Night","2020-07-02",1,-15.805767647494,"Escourt",-69.127167,47.555
"S04284",2018,"Afternoon","2018-07-20",1,-15.4203491636807,"Baldwin",-66.1055,48.562
"S04284",2018,"Evening","2018-07-20",30,-15.4203491636807,"Baldwin",-66.1055,48.562
"S04284",2018,"Morning","2018-07-20",8,-15.4203491636807,"Baldwin",-66.1055,48.562
"S04284",2018,"Night","2018-07-20",10,-15.4203491636807,"Baldwin",-66.1055,48.562
"S04274",2019,"Afternoon","2019-07-09",1,-15.3903595680124,"Jacquet River",-66.072833,47.844167
"S04274",2019,"Evening","2019-07-09",13,-15.3903595680124,"Jacquet River",-66.072833,47.844167
"S04274",2019,"Morning","2019-07-09",18,-15.3903595680124,"Jacquet River",-66.072833,47.844167
"S04274",2019,"Night","2019-07-09",1,-15.3903595680124,"Jacquet River",-66.072833,47.844167
"S04656",2021,"Afternoon","2021-06-27",25,-15.1357671853425,"Stockholm",-68.103,47.067
"S04656",2021,"Evening","2021-06-27",0,-15.1357671853425,"Stockholm",-68.103,47.067
"S04656",2021,"Morning","2021-06-27",2,-15.1357671853425,"Stockholm",-68.103,47.067
"S04656",2021,"Night","2021-06-27",1,-15.1357671853425,"Stockholm",-68.103,47.067
